,index_x,completed_at,created_at,destination_address,destination_latitude,destination_longitude,duration,origin_address,origin_latitude,origin_longitude,origin_timestamp,ride_id,wait_time,date,month,day_of_week,orig_hour,orig_min,tot_orig_min,orig_sec,dropoff_hour,dropoff_min,drop_sec,pending_time,pickup_lat,pickup_long,pickup_time,dropoff_lat,dropoff_long,dropoff_time,cancel_time,noshow_time,noshow_trip,pickup_hour,pickup_min,pickup_sec,driver,vehicle,completed_trip,orig_lat_round_str,orig_lng_round_str,dest_lat_round_str,dest_lng_round_str,stringOrigCoords,stringDestCoords,origin_address_geocode,destination_address_geocode,USE_orig_lat,USE_orig_long,USE_dest_lat,USE_dest_long,old_origin_poi,origin_poi,old_destination_poi,destination_poi,pending_sec,od_pair,timePeriod1
10851,10881,2019-07-15 11:53:27-04:00,2019-07-15 11:40:23-04:00,IBEX Global,40.467234999999995,-80.202647,784.0,IKEA,40.452779,-80.16833000000003,2019-07-15 11:40:24-04:00,4713749,0.0,2019-07-15,7,Monday,11,40,700,42024,11,53,42807,2019-07-15 11:40:23-04:00,40.45296606,-80.1681181,2019-07-15 11:40:23-04:00,40.46664929999999,-80.20309377,2019-07-15 11:53:27-04:00,,,0,11.0,40.0,42023.0,actadriver1,2008,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,42023,"3, 4",11:30:00
11841,11879,2019-07-15 07:22:42-04:00,2019-07-15 07:01:01-04:00,Alliance RX Walgreens Prime,40.46191847,-80.19966088,922.0,IKEA,40.452779,-80.16833000000003,2019-07-15 07:10:00-04:00,4712907,0.0,2019-07-15,7,Monday,7,10,430,25800,7,22,26562,2019-07-15 07:01:01-04:00,40.4529959,-80.16814333,2019-07-15 07:07:20-04:00,40.46223468,-80.19909116,2019-07-15 07:22:42-04:00,,,0,7.0,7.0,25640.0,actadriver3,2064,1,40.4528,-80.1683,40.4619,-80.1997,"40.4522, -80.1676","40.4622, -80.1998","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","130 Enterprise Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4622,-80.1998,3,3,9.0,9,25261,"3, 9",07:00:00
11865,11903,2019-07-15 08:08:05-04:00,2019-07-15 07:51:25-04:00,Alliance RX Walgreens Prime,40.4619185,-80.19966090000001,1000.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 07:51:25-04:00,4713081,0.0,2019-07-15,7,Monday,7,51,471,28285,8,8,29285,2019-07-15 07:51:25-04:00,40.45299787,-80.16812783,2019-07-15 07:51:25-04:00,40.46665454,-80.20312496,2019-07-15 08:08:05-04:00,,,0,7.0,51.0,28285.0,actadriver3,2064,1,40.4528,-80.1683,40.4619,-80.1997,"40.4522, -80.1676","40.4622, -80.1998","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","130 Enterprise Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4622,-80.1998,3,3,9.0,9,28285,"3, 9",07:45:00
11889,11927,2019-07-15 10:11:54-04:00,2019-07-15 09:54:34-04:00,Alliance RX Walgreens Prime,40.4619185,-80.19966090000001,1039.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 09:54:35-04:00,4713435,0.0,2019-07-15,7,Monday,9,54,594,35675,10,11,36714,2019-07-15 09:54:34-04:00,40.45297125,-80.16817368,2019-07-15 09:54:35-04:00,40.46663267,-80.20312496,2019-07-15 10:11:54-04:00,,,0,9.0,54.0,35675.0,actadriver3,2064,1,40.4528,-80.1683,40.4619,-80.1997,"40.4522, -80.1676","40.4622, -80.1998","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","130 Enterprise Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4622,-80.1998,3,3,9.0,9,35674,"3, 9",09:45:00
11890,11928,2019-07-15 08:30:13-04:00,2019-07-15 08:20:15-04:00,Alliance RX Walgreens Prime,40.4619185,-80.19966090000001,598.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 08:20:16-04:00,4713135,0.0,2019-07-15,7,Monday,8,20,500,30016,8,30,30613,2019-07-15 08:20:15-04:00,40.45301476,-80.16809531,2019-07-15 08:20:15-04:00,40.46240907,-80.20010814,2019-07-15 08:30:13-04:00,,,0,8.0,20.0,30015.0,actadriver3,2064,1,40.4528,-80.1683,40.4619,-80.1997,"40.4522, -80.1676","40.4622, -80.1998","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","130 Enterprise Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4622,-80.1998,3,3,9.0,9,30015,"3, 9",08:15:00
11916,11954,2019-07-15 10:43:40-04:00,2019-07-15 10:26:29-04:00,Alliance RX Walgreens Prime,40.4619185,-80.19966090000001,1031.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 10:26:29-04:00,4713551,0.0,2019-07-15,7,Monday,10,26,626,37589,10,43,38620,2019-07-15 10:26:29-04:00,40.45300683,-80.16811274,2019-07-15 10:26:29-04:00,40.46236468,-80.19990815,2019-07-15 10:43:40-04:00,,,0,10.0,26.0,37589.0,actadriver3,2064,1,40.4528,-80.1683,40.4619,-80.1997,"40.4522, -80.1676","40.4622, -80.1998","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","130 Enterprise Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4622,-80.1998,3,3,9.0,9,37589,"3, 9",10:15:00
11930,11968,2019-07-15 08:58:52-04:00,2019-07-15 08:48:24-04:00,Alliance RX Walgreens Prime,40.4619185,-80.19966090000001,628.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 08:48:25-04:00,4713219,0.0,2019-07-15,7,Monday,8,48,528,31705,8,58,32332,2019-07-15 08:48:24-04:00,40.45297125,-80.16815155,2019-07-15 08:48:24-04:00,40.46220597,-80.19907021,2019-07-15 08:58:52-04:00,,,0,8.0,48.0,31704.0,actadriver3,2064,1,40.4528,-80.1683,40.4619,-80.1997,"40.4522, -80.1676","40.4622, -80.1998","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","130 Enterprise Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4622,-80.1998,3,3,9.0,9,31704,"3, 9",08:45:00
12308,12346,2019-07-15 09:55:39-04:00,2019-07-15 09:38:25-04:00,Alorica,40.4307602,-80.124015,64.0,IKEA,40.452779,-80.16833000000003,2019-07-15 09:55:14-04:00,4713399,0.0,2019-07-15,7,Monday,9,55,595,35714,9,55,35739,2019-07-15 09:38:25-04:00,40.45296132,-80.16815331,2019-07-15 09:54:35-04:00,40.45343528,-80.168172,2019-07-15 09:55:39-04:00,,,0,9.0,54.0,35675.0,actadriver3,2064,1,40.4528,-80.1683,40.4308,-80.124,"40.4522, -80.1676","40.4303, -80.1231","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","5 Penn Center Blvd, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4303,-80.1231,3,3,19.0,19,34705,"3, 19",09:45:00
12339,12377,2019-07-15 09:38:33-04:00,2019-07-15 09:19:47-04:00,Alorica,40.4307602,-80.124015,1126.0,IKEA,40.452779,-80.16833000000003,2019-07-15 09:19:48-04:00,4713337,0.0,2019-07-15,7,Monday,9,19,559,33588,9,38,34713,2019-07-15 09:19:47-04:00,40.45295889,-80.16810553,2019-07-15 09:19:47-04:00,40.43069002,-80.12331013,2019-07-15 09:38:33-04:00,,,0,9.0,19.0,33587.0,actadriver1,2008,1,40.4528,-80.1683,40.4308,-80.124,"40.4522, -80.1676","40.4303, -80.1231","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","5 Penn Center Blvd, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4303,-80.1231,3,3,19.0,19,33587,"3, 19",09:15:00
12353,12391,2019-07-15 10:18:43-04:00,2019-07-15 09:54:35-04:00,Alorica,40.4307602,-80.124015,1448.0,IKEA,40.452779,-80.16833000000003,2019-07-15 09:54:33-04:00,4713447,2.0,2019-07-15,7,Monday,9,54,594,35673,10,18,37123,2019-07-15 09:54:35-04:00,40.4529775,-80.16806999,2019-07-15 09:54:35-04:00,40.43066029999999,-80.12336327,2019-07-15 10:18:43-04:00,,,0,9.0,54.0,35675.0,actadriver1,2008,1,40.4528,-80.1683,40.4308,-80.124,"40.4522, -80.1676","40.4303, -80.1231","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","5 Penn Center Blvd, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4303,-80.1231,3,3,19.0,19,35675,"3, 19",09:45:00
12369,12407,2019-07-15 09:38:33-04:00,2019-07-15 09:28:41-04:00,Alorica,40.4307602,-80.124015,592.0,IKEA,40.452779,-80.16833000000003,2019-07-15 09:28:41-04:00,4713369,0.0,2019-07-15,7,Monday,9,28,568,34121,9,38,34713,2019-07-15 09:28:41-04:00,40.45285244,-80.15674545,2019-07-15 09:28:41-04:00,40.43069002,-80.12331013,2019-07-15 09:38:33-04:00,,,0,9.0,28.0,34121.0,actadriver1,2008,1,40.4528,-80.1683,40.4308,-80.124,"40.4522, -80.1676","40.4303, -80.1231","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","5 Penn Center Blvd, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4303,-80.1231,3,3,19.0,19,34121,"3, 19",09:15:00
13309,13352,2019-07-15 19:15:40-04:00,2019-07-15 19:08:36-04:00,"Market District Supermarket, 100 Settlers Ridge Center Dr, Pittsburgh, PA 15205, USA",40.4417391,-80.151228,424.0,IKEA,40.452779,-80.16833000000003,2019-07-15 19:08:36-04:00,4715877,0.0,2019-07-15,7,Monday,19,8,1148,68916,19,15,69340,2019-07-15 19:08:36-04:00,40.45299971,-80.16812447,2019-07-15 19:08:36-04:00,40.44224279,-80.15086848,2019-07-15 19:15:40-04:00,,,0,19.0,8.0,68916.0,actadriver1,2008,1,40.4528,-80.1683,40.4417,-80.1512,"40.4522, -80.1676","40.4414, -80.1516","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","100 Settlers Ridge Center Dr, McKees Rocks, PA 15136, USA",40.4522,-80.1676,40.4414,-80.1516,3,3,82.0,82,68916,"3, 82",19:00:00
13322,13365,2019-07-15 22:51:37-04:00,2019-07-15 22:43:19-04:00,"Market District Supermarket, 100 Settlers Ridge Center Dr, Pittsburgh, PA 15205, USA",40.4417391,-80.151228,498.0,IKEA,40.452779,-80.16833000000003,2019-07-15 22:43:19-04:00,4717229,0.0,2019-07-15,7,Monday,22,43,1363,81799,22,51,82297,2019-07-15 22:43:19-04:00,40.45295348,-80.16811316,2019-07-15 22:43:19-04:00,40.45182993,-80.19504991,2019-07-15 22:51:37-04:00,,,0,22.0,43.0,81799.0,actadriver1,2008,1,40.4528,-80.1683,40.4417,-80.1512,"40.4522, -80.1676","40.4414, -80.1516","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","100 Settlers Ridge Center Dr, McKees Rocks, PA 15136, USA",40.4522,-80.1676,40.4414,-80.1516,3,3,82.0,82,81799,"3, 82",22:30:00
13330,13373,2019-07-15 23:28:29-04:00,2019-07-15 23:01:11-04:00,"Market District Supermarket, 100 Settlers Ridge Center Dr, Pittsburgh, PA 15205, USA",40.4417391,-80.151228,1638.0,IKEA,40.452779,-80.16833000000003,2019-07-15 23:01:12-04:00,4717331,0.0,2019-07-15,7,Monday,23,1,1381,82872,23,28,84509,2019-07-15 23:01:11-04:00,40.46677197,-80.20303083,2019-07-15 23:01:11-04:00,40.46534009,-80.19768233,2019-07-15 23:28:29-04:00,,,0,23.0,1.0,82871.0,actadriver1,2008,1,40.4528,-80.1683,40.4417,-80.1512,"40.4522, -80.1676","40.4414, -80.1516","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","100 Settlers Ridge Center Dr, McKees Rocks, PA 15136, USA",40.4522,-80.1676,40.4414,-80.1516,3,3,82.0,82,82871,"3, 82",23:00:00
13517,13560,2019-07-15 10:03:55-04:00,2019-07-15 09:54:35-04:00,Target,40.446427,-80.18349609999999,560.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 09:54:35-04:00,4713439,0.0,2019-07-15,7,Monday,9,54,594,35675,10,3,36235,2019-07-15 09:54:35-04:00,40.45297125,-80.16817368,2019-07-15 09:54:35-04:00,40.4499104,-80.18354523,2019-07-15 10:03:55-04:00,,,0,9.0,54.0,35675.0,actadriver3,2064,1,40.4528,-80.1683,40.4464,-80.1835,"40.4522, -80.1676","40.4463, -80.1835","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","600 Chauvet Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4463,-80.1835,3,3,57.0,57,35675,"3, 57",09:45:00
13527,13570,2019-07-15 10:36:13-04:00,2019-07-15 10:28:48-04:00,Target,40.446427,-80.18349609999999,445.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 10:28:48-04:00,4713565,0.0,2019-07-15,7,Monday,10,28,628,37728,10,36,38173,2019-07-15 10:28:48-04:00,40.45326741,-80.16780476,2019-07-15 10:28:48-04:00,40.44602275,-80.18303494,2019-07-15 10:36:13-04:00,,,0,10.0,28.0,37728.0,actadriver3,2064,1,40.4528,-80.1683,40.4464,-80.1835,"40.4522, -80.1676","40.4463, -80.1835","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","600 Chauvet Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4463,-80.1835,3,3,57.0,57,37728,"3, 57",10:15:00
14005,14048,2019-07-15 09:27:43-04:00,2019-07-15 09:19:58-04:00,Marriott Pittsburgh Airport,40.4603593,-80.192454,465.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 09:19:58-04:00,4713343,0.0,2019-07-15,7,Monday,9,19,559,33598,9,27,34063,2019-07-15 09:19:58-04:00,40.45300038,-80.1681383,2019-07-15 09:19:58-04:00,40.45830865,-80.19155912,2019-07-15 09:27:43-04:00,,,0,9.0,19.0,33598.0,actadriver3,2064,1,40.4528,-80.1683,40.4604,-80.1925,"40.4522, -80.1676","40.4606, -80.1927","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","777 Aten Rd, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4606,-80.1927,3,3,2.0,2,33598,"3, 2",09:15:00
14056,14099,2019-07-15 17:29:46-04:00,2019-07-15 16:59:53-04:00,Marriott Pittsburgh Airport,40.4603593,-80.192454,1793.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 16:59:52-04:00,4714921,1.0,2019-07-15,7,Monday,16,59,1019,61192,17,29,62986,2019-07-15 16:59:53-04:00,40.45306262,-80.16807790000001,2019-07-15 16:59:53-04:00,40.45326667,-80.16780442,2019-07-15 17:29:46-04:00,,,0,16.0,59.0,61193.0,actadriver3,2064,1,40.4528,-80.1683,40.4604,-80.1925,"40.4522, -80.1676","40.4606, -80.1927","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","777 Aten Rd, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4606,-80.1927,3,3,2.0,2,61193,"3, 2",16:45:00
14062,14105,2019-07-15 08:03:06-04:00,2019-07-15 07:51:24-04:00,Marriott Pittsburgh Airport,40.4603593,-80.192454,701.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 07:51:25-04:00,4713079,0.0,2019-07-15,7,Monday,7,51,471,28285,8,3,28986,2019-07-15 07:51:24-04:00,40.45299787,-80.16812783,2019-07-15 07:51:25-04:00,40.45854369,-80.19187328,2019-07-15 08:03:06-04:00,,,0,7.0,51.0,28285.0,actadriver3,2064,1,40.4528,-80.1683,40.4604,-80.1925,"40.4522, -80.1676","40.4606, -80.1927","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","777 Aten Rd, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4606,-80.1927,3,3,2.0,2,28284,"3, 2",07:45:00
14071,14114,2019-07-15 07:16:01-04:00,2019-07-15 07:07:20-04:00,Marriott Pittsburgh Airport,40.4603593,-80.192454,521.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 07:07:20-04:00,4712929,0.0,2019-07-15,7,Monday,7,7,427,25640,7,16,26161,2019-07-15 07:07:20-04:00,40.45297259,-80.16815926,2019-07-15 07:07:20-04:00,40.46101598,-80.19309958,2019-07-15 07:16:01-04:00,,,0,7.0,7.0,25640.0,actadriver3,2064,1,40.4528,-80.1683,40.4604,-80.1925,"40.4522, -80.1676","40.4606, -80.1927","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","777 Aten Rd, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4606,-80.1927,3,3,2.0,2,25640,"3, 2",07:00:00
14081,14124,2019-07-15 17:28:53-04:00,2019-07-15 17:16:39-04:00,Marriott Pittsburgh Airport,40.4603593,-80.192454,734.0,IKEA,40.452779,-80.16833000000003,2019-07-15 17:16:40-04:00,4715027,0.0,2019-07-15,7,Monday,17,16,1036,62200,17,28,62933,2019-07-15 17:16:39-04:00,40.45296509,-80.1680995,2019-07-15 17:16:39-04:00,40.459966,-80.19581754,2019-07-15 17:28:53-04:00,,,0,17.0,16.0,62199.0,actadriver1,2008,1,40.4528,-80.1683,40.4604,-80.1925,"40.4522, -80.1676","40.4606, -80.1927","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","777 Aten Rd, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4606,-80.1927,3,3,2.0,2,62199,"3, 2",17:15:00
14200,14247,2019-07-15 14:20:35-04:00,2019-07-15 14:17:36-04:00,"Dollar Tree, 1360 Park Manor Blvd, Pittsburgh, PA 15205, USA",40.454466,-80.163024,179.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 14:17:36-04:00,4714243,0.0,2019-07-15,7,Monday,14,17,857,51456,14,20,51635,2019-07-15 14:17:36-04:00,40.45293831,-80.16814459,2019-07-15 14:17:36-04:00,40.45345833,-80.16373370000002,2019-07-15 14:20:35-04:00,,,0,14.0,17.0,51456.0,actadriver3,2064,1,40.4528,-80.1683,40.4545,-80.163,"40.4522, -80.1676","40.4533, -80.1657","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1360 Park Manor Blvd, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4533,-80.1657,3,3,23.0,23,51456,"3, 23",14:15:00
14347,14394,2019-07-15 19:41:42-04:00,2019-07-15 19:25:41-04:00,The Mall at Robinson,40.4542485,-80.1572953,961.0,"1951 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.45329245,-80.16623285,2019-07-15 19:25:41-04:00,4716029,0.0,2019-07-15,7,Monday,19,25,1165,69941,19,41,70902,2019-07-15 19:25:41-04:00,40.45329245,-80.16623285,2019-07-15 19:25:41-04:00,40.45188265,-80.16054447,2019-07-15 19:41:42-04:00,,,0,19.0,25.0,69941.0,actadriver3,2064,1,40.4533,-80.1662,40.4542,-80.1573,"40.4522, -80.1676","40.4545, -80.1582","Park Manor Blvd, Pittsburgh, PA 15205, USA","100 Robinson Centre Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4545,-80.1582,3,3,28.0,28,69941,"3, 28",19:15:00
14465,14512,2019-07-15 16:33:48-04:00,2019-07-15 16:21:55-04:00,ADP,40.457561,-80.1946635,713.0,IKEA,40.452779,-80.16833000000003,2019-07-15 16:21:55-04:00,4714729,0.0,2019-07-15,7,Monday,16,21,981,58915,16,33,59628,2019-07-15 16:21:55-04:00,40.45642368,-80.16747404,2019-07-15 16:21:55-04:00,40.45680958,-80.16833863,2019-07-15 16:33:48-04:00,,,0,16.0,21.0,58915.0,actadriver1,2008,1,40.4528,-80.1683,40.4576,-80.1947,"40.4522, -80.1676","40.4579, -80.1949","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","100 Commerce Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4579,-80.1949,3,3,190.0,173,58915,"3, 173",16:15:00
14637,14684,2019-07-15 11:44:32-04:00,2019-07-15 11:40:23-04:00,"DICK'S Sporting Goods, 5000 Robinson Centre Drive, Pittsburgh, PA 15205, USA",40.4532258,-80.156352,249.0,IKEA,40.452779,-80.16833000000003,2019-07-15 11:40:24-04:00,4713751,0.0,2019-07-15,7,Monday,11,40,700,42024,11,44,42272,2019-07-15 11:40:23-04:00,40.45296606,-80.1681181,2019-07-15 11:40:23-04:00,40.45280551,-80.15691844,2019-07-15 11:44:32-04:00,,,0,11.0,40.0,42023.0,actadriver1,2008,1,40.4528,-80.1683,40.4532,-80.1564,"40.4522, -80.1676","40.4532, -80.1564","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","5000 Robinson Centre Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4532,-80.1564,3,3,70.0,70,42023,"3, 70",11:30:00
14642,14689,2019-07-15 18:00:36-04:00,2019-07-15 17:57:28-04:00,"DICK'S Sporting Goods, 5000 Robinson Centre Drive, Pittsburgh, PA 15205, USA",40.4532258,-80.156352,188.0,IKEA,40.452779,-80.16833000000003,2019-07-15 17:57:29-04:00,4715309,0.0,2019-07-15,7,Monday,17,57,1077,64649,18,0,64836,2019-07-15 17:57:28-04:00,40.4529161,-80.16813386,2019-07-15 17:57:28-04:00,40.45288281,-80.15672913,2019-07-15 18:00:36-04:00,,,0,17.0,57.0,64648.0,actadriver1,2008,1,40.4528,-80.1683,40.4532,-80.1564,"40.4522, -80.1676","40.4532, -80.1564","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","5000 Robinson Centre Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4532,-80.1564,3,3,70.0,70,64648,"3, 70",17:45:00
14645,14692,2019-07-15 09:28:24-04:00,2019-07-15 09:19:47-04:00,"DICK'S Sporting Goods, 5000 Robinson Centre Drive, Pittsburgh, PA 15205, USA",40.4532258,-80.156352,517.0,IKEA,40.452779,-80.16833000000003,2019-07-15 09:19:48-04:00,4713339,0.0,2019-07-15,7,Monday,9,19,559,33588,9,28,34104,2019-07-15 09:19:47-04:00,40.45295889,-80.16810553,2019-07-15 09:19:47-04:00,40.45285521,-80.15690521,2019-07-15 09:28:24-04:00,,,0,9.0,19.0,33587.0,actadriver1,2008,1,40.4528,-80.1683,40.4532,-80.1564,"40.4522, -80.1676","40.4532, -80.1564","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","5000 Robinson Centre Dr, Pittsburgh, PA 15205, USA",40.4522,-80.1676,40.4532,-80.1564,3,3,70.0,70,33587,"3, 70",09:15:00
14711,14758,2019-07-15 18:12:33-04:00,2019-07-15 17:13:47-04:00,"5000 Robinson Centre Drive, Pittsburgh, PA 15205, USA",40.4532258,-80.156352,366.0,FedEx Ground,40.46354669,-80.17721850000002,2019-07-15 17:13:47-04:00,4715005,3160.0,2019-07-15,7,Monday,17,13,1033,62027,18,12,65553,2019-07-15 17:13:47-04:00,40.46302045,-80.17659058,2019-07-15 18:06:27-04:00,40.45206733,-80.15575362,2019-07-15 18:12:33-04:00,,,0,18.0,6.0,65187.0,actadriver1,2008,1,40.4635,-80.1772,40.4532,-80.1564,"40.4631, -80.1782","40.4532, -80.1564","1000 Fedex Dr, Moon, PA 15108, USA","5000 Robinson Centre Dr, Pittsburgh, PA 15205, USA",40.4631,-80.1782,40.4532,-80.1564,32,32,70.0,70,62027,"32, 70",17:00:00
14944,14993,2019-07-15 09:59:45-04:00,2019-07-15 09:45:59-04:00,Party City,40.4465383,-80.1780954,310.0,IKEA,40.452779,-80.16833000000003,2019-07-15 09:45:59-04:00,4713411,516.0,2019-07-15,7,Monday,9,45,585,35159,9,59,35985,2019-07-15 09:45:59-04:00,40.4529775,-80.16806999,2019-07-15 09:54:35-04:00,40.45679122,-80.17022749,2019-07-15 09:59:45-04:00,,,0,9.0,54.0,35675.0,actadriver1,2008,1,40.4528,-80.1683,40.4465,-80.1781,"40.4522, -80.1676","40.4462, -80.1769","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","188 Quinn Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4462,-80.1769,3,3,18.0,18,35159,"3, 18",09:45:00
14955,15004,2019-07-15 06:11:58-04:00,2019-07-15 06:06:22-04:00,"Bed, Bath & Beyond",40.4465914,-80.17809709999999,336.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 06:06:23-04:00,4712791,0.0,2019-07-15,7,Monday,6,6,366,21983,6,11,22318,2019-07-15 06:06:22-04:00,40.45290173,-80.16815507,2019-07-15 06:06:22-04:00,40.45111814,-80.18498425,2019-07-15 06:11:58-04:00,,,0,6.0,6.0,21982.0,actadriver3,2064,1,40.4528,-80.1683,40.4466,-80.1781,"40.4522, -80.1676","40.4462, -80.1769","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","178 Quinn Dr, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4462,-80.1769,3,3,18.0,18,21982,"3, 18",06:00:00
15326,15375,2019-07-15 06:38:58-04:00,2019-07-15 06:24:31-04:00,TownePlace Suites Pittsburgh Airport,40.4550336,-80.1725973,215.0,"Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA",40.452779,-80.16833000000003,2019-07-15 06:24:32-04:00,4712823,651.0,2019-07-15,7,Monday,6,24,384,23072,6,38,23938,2019-07-15 06:24:31-04:00,40.45295545,-80.16815272,2019-07-15 06:35:23-04:00,40.45521362,-80.17281918,2019-07-15 06:38:58-04:00,,,0,6.0,35.0,23723.0,actadriver3,2064,1,40.4528,-80.1683,40.455,-80.1726,"40.4522, -80.1676","40.4548, -80.1724","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1006 Sutherland Dr, Robinson Township, PA 15205, USA",40.4522,-80.1676,40.4548,-80.1724,3,3,8.0,8,23071,"3, 8",06:15:00
15337,15386,2019-07-15 08:32:49-04:00,2019-07-15 08:27:46-04:00,TownePlace Suites Pittsburgh Airport,40.4550336,-80.1725973,303.0,IKEA,40.452779,-80.16833000000003,2019-07-15 08:27:46-04:00,4713157,0.0,2019-07-15,7,Monday,8,27,507,30466,8,32,30769,2019-07-15 08:27:46-04:00,40.45303135,-80.16808365,2019-07-15 08:27:46-04:00,40.45528231,-80.17267543,2019-07-15 08:32:49-04:00,,,0,8.0,27.0,30466.0,actadriver1,2008,1,40.4528,-80.1683,40.455,-80.1726,"40.4522, -80.1676","40.4548, -80.1724","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1006 Sutherland Dr, Robinson Township, PA 15205, USA",40.4522,-80.1676,40.4548,-80.1724,3,3,8.0,8,30466,"3, 8",08:15:00
